url_length,dot_count,has_https,has_suspicious_keywords,has_ip_address,at_symbol_count,hyphen_count,double_slash_count,subdomain_depth,path_depth,has_suspicious_tld,has_redirect,special_char_ratio,brand_impersonation,domain_age_days,domain_expiry_days,has_valid_ssl,label
79,2,0,0,0,0,1,0,0,6,0,0,0.0,0,-1,-1,-1,0
112,3,0,1,0,0,0,0,0,5,0,0,0.0357,0,-1,-1,-1,1
82,1,0,0,0,0,7,0,0,3,0,0,0.0,0,-1,-1,-1,0
60,4,0,1,0,0,0,0,0,4,0,0,0.0,1,-1,-1,-1,1
58,1,0,0,0,0,0,0,0,2,0,0,0.1034,0,-1,-1,-1,0
48,4,0,0,0,0,0,0,0,3,0,0,0.0417,0,-1,-1,-1,1
98,1,0,0,0,0,4,0,0,9,0,0,0.0,0,-1,-1,-1,0
59,1,0,0,0,0,0,0,0,3,0,0,0.0,1,-1,-1,-1,0
57,2,0,1,0,0,0,0,0,4,0,0,0.0351,0,-1,-1,-1,1
39,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
56,1,0,0,0,0,3,0,0,3,0,0,0.0357,1,-1,-1,-1,0
19,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
54,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
39,2,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
28,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
30,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
19,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
25,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
33,1,0,0,0,0,0,0,0,1,0,0,0.0303,0,-1,-1,-1,0
46,2,0,0,0,0,1,0,0,4,0,0,0.0217,0,-1,-1,-1,1
29,4,0,0,0,0,0,0,0,1,0,0,0.0345,0,-1,-1,-1,1
30,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
38,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
38,4,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
29,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
49,1,0,0,0,0,0,0,0,2,0,0,0.0204,0,-1,-1,-1,1
34,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
238,2,0,0,0,0,5,0,0,1,0,0,0.0126,0,-1,-1,-1,1
14,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
26,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
50,2,0,0,0,0,3,0,0,2,0,0,0.0,0,-1,-1,-1,0
24,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
37,1,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,0
30,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
23,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
25,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
34,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
37,4,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
39,1,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,0
72,3,0,0,0,0,1,0,0,7,0,0,0.0139,0,-1,-1,-1,1
47,2,0,0,0,0,0,0,0,3,0,0,0.0638,0,-1,-1,-1,0
27,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
145,3,0,0,0,0,0,0,0,10,0,0,0.0207,0,-1,-1,-1,1
54,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
74,2,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
91,4,0,0,0,1,4,0,0,2,0,0,0.011,0,-1,-1,-1,1
33,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
22,3,0,0,0,0,0,0,0,0,0,0,0.0455,0,-1,-1,-1,0
36,2,0,0,0,0,0,0,0,1,0,0,0.0278,0,-1,-1,-1,1
69,1,0,0,0,0,4,0,0,4,0,0,0.0435,0,-1,-1,-1,0
37,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
65,2,0,1,0,0,0,0,0,2,0,0,0.0923,0,-1,-1,-1,0
10,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
40,2,0,1,0,0,1,0,0,4,0,0,0.0,0,-1,-1,-1,1
22,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
27,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
58,2,0,0,0,0,5,0,0,3,0,0,0.0,0,-1,-1,-1,0
188,2,0,0,0,0,0,0,0,1,0,0,0.0904,0,-1,-1,-1,1
15,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
57,2,0,0,0,0,2,0,0,3,0,0,0.0877,0,-1,-1,-1,0
43,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
28,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
43,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
34,3,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
57,1,0,0,0,0,1,0,0,4,0,0,0.0,0,-1,-1,-1,1
41,2,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
30,2,0,1,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
208,12,0,0,0,0,1,0,0,3,0,0,0.0913,0,-1,-1,-1,1
20,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
26,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
29,3,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,1
83,1,0,0,0,0,8,0,0,4,0,0,0.0,0,-1,-1,-1,0
28,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
55,4,0,0,0,0,0,0,0,5,0,0,0.0182,0,-1,-1,-1,0
35,1,0,0,0,0,0,1,0,2,0,0,0.0857,1,-1,-1,-1,0
39,2,0,0,0,0,3,0,0,1,0,0,0.0,0,-1,-1,-1,0
63,2,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,0
23,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
31,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
13,3,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
44,1,0,0,0,0,0,0,0,1,0,0,0.0455,0,-1,-1,-1,1
191,2,0,1,0,0,1,0,0,2,0,0,0.0471,0,-1,-1,-1,1
57,3,0,0,0,0,3,0,0,3,0,0,0.0,0,-1,-1,-1,0
65,2,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,1
85,1,0,0,0,0,1,0,0,4,0,0,0.0824,0,-1,-1,-1,0
82,1,0,0,0,0,7,0,0,3,0,0,0.0,0,-1,-1,-1,0
261,14,0,1,0,0,0,0,0,3,0,0,0.1111,0,-1,-1,-1,1
70,1,0,0,0,0,0,0,0,4,0,0,0.0143,1,-1,-1,-1,0
55,2,0,0,0,0,2,0,0,3,0,0,0.0,0,-1,-1,-1,1
37,3,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
44,2,0,0,0,0,0,0,0,2,0,0,0.0455,0,-1,-1,-1,0
39,2,0,0,0,0,0,0,0,2,0,0,0.0769,0,-1,-1,-1,0
235,3,0,0,0,0,1,0,0,1,0,0,0.0979,0,-1,-1,-1,1
19,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
12,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
23,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
86,2,0,0,0,0,16,0,0,4,0,0,0.0,0,-1,-1,-1,0
42,2,0,1,0,0,0,0,0,5,0,0,0.0,0,-1,-1,-1,1
50,2,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,0
54,2,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,1
56,1,0,0,0,0,1,0,0,4,0,0,0.0179,0,-1,-1,-1,0
38,2,0,1,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
60,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
18,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
87,3,0,0,0,0,0,0,0,2,0,0,0.023,0,-1,-1,-1,0
92,2,0,0,0,0,5,0,0,5,0,0,0.0109,0,-1,-1,-1,0
31,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
50,2,0,0,0,0,0,0,0,2,0,0,0.04,0,-1,-1,-1,0
148,4,0,1,0,0,2,0,0,5,0,0,0.0405,1,-1,-1,-1,1
41,1,0,0,0,0,0,0,0,1,0,0,0.0488,0,-1,-1,-1,1
45,2,0,0,0,0,0,0,0,5,0,0,0.0,0,-1,-1,-1,0
49,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
15,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
29,1,0,0,0,0,0,0,0,2,0,0,0.0345,0,-1,-1,-1,0
29,3,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
37,1,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
24,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
53,1,0,1,0,0,0,0,0,4,0,0,0.0377,0,-1,-1,-1,0
183,2,0,1,0,0,1,0,0,2,0,0,0.0383,0,-1,-1,-1,1
130,1,0,0,0,0,10,0,0,5,0,0,0.1077,0,-1,-1,-1,0
17,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
53,1,0,0,0,0,0,0,0,2,0,0,0.0377,0,-1,-1,-1,0
77,3,0,1,0,1,1,0,0,4,0,0,0.039,0,-1,-1,-1,1
54,2,0,0,0,0,4,0,0,2,0,0,0.0,0,-1,-1,-1,0
18,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
150,4,0,1,0,0,1,0,0,3,0,0,0.06,1,-1,-1,-1,1
29,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
34,2,0,1,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
15,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
27,2,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
71,2,0,0,0,0,4,0,0,3,0,0,0.0,0,-1,-1,-1,0
10,2,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,0
60,2,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
49,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
52,1,0,0,0,0,0,0,0,5,0,0,0.0192,0,-1,-1,-1,0
51,4,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
17,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
37,1,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
46,1,0,0,0,0,1,0,0,3,0,0,0.0217,0,-1,-1,-1,0
13,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
19,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
58,2,0,0,0,0,1,0,0,6,0,0,0.0172,0,-1,-1,-1,1
50,2,0,0,0,0,0,0,0,6,0,0,0.0,0,-1,-1,-1,1
51,2,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
55,1,0,0,0,0,5,0,0,3,0,0,0.0,0,-1,-1,-1,0
62,3,0,1,0,0,0,0,0,5,0,0,0.0,0,-1,-1,-1,1
43,2,0,1,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,1
50,1,0,0,0,0,0,0,0,3,0,0,0.04,1,-1,-1,-1,0
35,2,0,0,0,0,0,0,0,2,0,0,0.0286,0,-1,-1,-1,0
21,2,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
25,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
78,1,0,0,0,0,4,0,0,3,0,0,0.0,0,-1,-1,-1,0
116,2,0,0,0,0,13,0,0,3,0,0,0.0,0,-1,-1,-1,0
40,1,0,0,0,0,0,0,0,3,0,0,0.025,0,-1,-1,-1,0
20,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
26,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
23,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
43,3,0,0,0,0,0,0,0,1,0,0,0.0465,0,-1,-1,-1,1
28,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
30,2,0,0,0,0,0,0,0,2,0,0,0.0667,0,-1,-1,-1,0
57,6,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
16,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
55,1,0,0,0,0,4,0,0,3,0,0,0.0,0,-1,-1,-1,0
21,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
17,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
42,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
44,1,0,0,0,0,1,0,0,4,0,0,0.0227,0,-1,-1,-1,0
48,2,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,1
68,4,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
44,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
65,4,0,0,0,0,4,0,0,3,0,0,0.0,0,-1,-1,-1,0
27,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
24,1,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
77,1,0,0,0,0,5,0,0,5,0,0,0.0,0,-1,-1,-1,0
139,2,0,0,0,0,14,0,0,6,0,0,0.0144,0,-1,-1,-1,0
14,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
80,1,0,0,0,0,0,0,0,2,0,0,0.075,0,-1,-1,-1,0
34,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
163,1,0,0,0,0,2,0,0,3,0,0,0.184,0,-1,-1,-1,0
17,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
70,1,0,0,0,0,2,0,0,4,0,0,0.0,0,-1,-1,-1,0
120,2,0,0,0,0,1,0,0,2,0,0,0.1667,0,-1,-1,-1,0
51,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
121,4,0,0,0,0,0,0,0,2,0,0,0.0496,0,-1,-1,-1,1
20,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
53,2,0,0,0,0,1,0,0,5,0,0,0.0189,0,-1,-1,-1,1
26,2,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,1
112,3,0,0,0,1,0,0,0,6,0,0,0.0268,0,-1,-1,-1,1
40,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
34,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
87,1,0,0,0,0,6,0,0,3,0,0,0.0,0,-1,-1,-1,0
74,2,0,0,0,0,1,0,0,5,0,0,0.0135,0,-1,-1,-1,1
34,2,0,0,0,0,0,0,0,2,0,0,0.0588,0,-1,-1,-1,0
83,1,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,1
52,1,0,0,0,0,4,0,0,2,0,0,0.0,0,-1,-1,-1,0
80,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
137,2,0,0,0,0,1,0,0,3,0,0,0.1095,0,-1,-1,-1,1
142,3,0,0,0,0,2,0,0,2,0,0,0.0282,0,-1,-1,-1,1
64,1,0,0,0,0,2,0,0,4,0,0,0.0,0,-1,-1,-1,0
97,1,0,0,0,0,12,1,0,3,0,0,0.0,0,-1,-1,-1,0
107,1,0,0,0,0,1,0,0,11,0,0,0.0374,0,-1,-1,-1,1
71,1,0,0,0,0,5,0,0,3,0,0,0.0,0,-1,-1,-1,0
20,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
23,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
90,5,0,1,0,0,0,0,0,6,0,0,0.0333,0,-1,-1,-1,1
67,2,0,0,0,0,0,0,0,2,0,0,0.0597,0,-1,-1,-1,0
30,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
93,2,0,0,0,0,6,0,0,5,0,0,0.0,0,-1,-1,-1,0
48,2,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,1
43,1,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,0
75,1,0,0,0,0,6,0,0,3,0,0,0.0,0,-1,-1,-1,0
63,1,0,0,0,0,3,0,0,3,0,0,0.0,0,-1,-1,-1,1
31,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
55,1,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,1
57,1,0,0,0,0,7,0,0,2,0,0,0.0,0,-1,-1,-1,0
31,2,0,0,0,0,0,0,0,1,0,0,0.0323,0,-1,-1,-1,1
48,2,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
47,1,0,0,0,0,1,0,0,4,0,0,0.0426,0,-1,-1,-1,0
48,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
29,1,0,1,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
39,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
28,1,0,0,0,0,1,0,0,2,0,0,0.0,0,-1,-1,-1,0
34,2,0,0,0,0,0,0,0,1,0,0,0.1176,0,-1,-1,-1,1
31,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
45,1,0,0,0,0,3,0,0,2,0,0,0.0,1,-1,-1,-1,0
13,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,0
31,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
24,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
29,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
48,1,0,0,0,0,0,0,0,3,0,0,0.0417,1,-1,-1,-1,1
289,15,0,0,0,1,0,0,0,5,0,0,0.09,0,-1,-1,-1,1
23,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
66,1,0,1,0,0,1,0,0,4,0,0,0.0303,0,-1,-1,-1,1
26,2,0,1,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
14,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,0
35,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
32,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
19,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
34,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
25,1,0,0,0,0,0,0,0,1,0,0,0.08,0,-1,-1,-1,0
147,2,0,0,0,0,2,0,0,5,0,0,0.0952,0,-1,-1,-1,1
66,1,0,0,0,0,3,0,0,5,0,0,0.0,0,-1,-1,-1,0
27,1,0,0,0,0,0,0,0,1,0,0,0.037,0,-1,-1,-1,0
36,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
104,2,0,0,0,0,5,0,0,3,0,0,0.0769,0,-1,-1,-1,1
51,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
28,2,0,0,0,0,0,0,0,2,0,0,0.0,1,-1,-1,-1,1
40,1,0,0,0,0,1,0,0,3,0,0,0.0,0,-1,-1,-1,0
14,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
28,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
41,1,0,0,0,0,3,0,0,1,0,0,0.0,0,-1,-1,-1,0
29,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,1
44,5,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,1
60,2,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,1
93,1,0,0,0,0,8,0,0,3,0,0,0.0,0,-1,-1,-1,0
25,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
19,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,1
61,1,0,0,0,0,3,0,0,2,0,0,0.0,0,-1,-1,-1,0
66,4,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
100,1,0,0,0,0,9,0,0,3,0,0,0.0,0,-1,-1,-1,0
96,2,0,0,0,0,8,0,0,4,0,0,0.0,0,-1,-1,-1,0
28,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
10,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
235,6,0,0,0,0,0,0,0,2,0,0,0.217,0,-1,-1,-1,0
45,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
64,1,0,0,0,0,3,0,0,2,0,0,0.0,0,-1,-1,-1,0
43,3,0,0,0,0,0,0,0,4,0,0,0.0233,0,-1,-1,-1,0
248,1,0,0,0,0,4,0,0,1,0,0,0.0081,0,-1,-1,-1,1
111,1,0,0,0,0,10,0,0,4,0,0,0.0,0,-1,-1,-1,0
112,2,0,1,0,0,2,0,0,5,0,0,0.0714,0,-1,-1,-1,1
87,5,0,1,0,0,0,0,0,1,0,0,0.069,0,-1,-1,-1,1
24,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
21,3,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
35,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
23,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
23,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
19,1,0,0,0,0,0,0,0,1,0,0,0.0,1,-1,-1,-1,1
13,1,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
21,1,0,0,0,0,0,0,0,2,0,0,0.0476,0,-1,-1,-1,0
25,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
23,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
56,1,0,0,0,0,1,0,0,1,0,0,0.1071,0,-1,-1,-1,1
13,3,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
21,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
48,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
32,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,1
55,3,0,1,0,0,0,0,0,4,0,0,0.0182,0,-1,-1,-1,1
38,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
21,2,0,0,0,0,0,0,0,1,0,0,0.0476,0,-1,-1,-1,1
40,1,0,0,0,0,2,0,0,5,0,0,0.0,1,-1,-1,-1,0
267,14,0,0,0,0,1,0,0,6,0,0,0.0899,0,-1,-1,-1,1
32,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
45,2,0,0,0,0,0,0,0,3,0,0,0.0444,0,-1,-1,-1,0
97,1,0,0,0,0,2,0,0,2,0,0,0.0,1,-1,-1,-1,1
46,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
62,2,0,0,0,0,5,0,0,4,0,0,0.0,0,-1,-1,-1,1
48,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
25,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
46,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
23,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
70,1,0,0,0,0,0,0,0,3,0,0,0.0571,0,-1,-1,-1,0
23,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
27,2,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
33,2,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
38,2,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,0
32,2,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
31,1,0,0,0,0,0,0,0,1,0,0,0.0968,0,-1,-1,-1,0
133,2,0,0,0,0,10,0,0,4,0,0,0.015,0,-1,-1,-1,0
18,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
72,1,0,0,0,0,1,0,0,5,0,0,0.0833,0,-1,-1,-1,0
43,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
28,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
50,4,0,0,0,0,0,0,0,0,0,0,0.04,0,-1,-1,-1,0
29,1,0,0,0,0,0,0,0,3,0,0,0.0,0,-1,-1,-1,0
68,1,0,0,0,0,0,0,0,4,0,0,0.0,0,-1,-1,-1,0
23,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,0
36,1,0,0,0,0,2,0,0,2,0,0,0.0,0,-1,-1,-1,0
54,1,0,0,0,0,1,0,0,5,0,0,0.0,0,-1,-1,-1,1
27,1,0,0,0,0,1,0,0,1,0,0,0.0,0,-1,-1,-1,0
13,3,0,0,0,0,0,0,0,0,0,0,0.0,0,-1,-1,-1,1
28,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
21,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
79,1,0,0,0,0,1,0,0,4,0,0,0.0,0,-1,-1,-1,1
147,4,0,1,0,0,1,0,0,3,0,0,0.0544,1,-1,-1,-1,1
40,2,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,1
22,1,0,0,0,0,0,0,0,1,0,0,0.0,0,-1,-1,-1,1
50,2,0,0,0,0,3,0,0,2,0,0,0.0,0,-1,-1,-1,0
68,2,0,0,0,0,1,0,0,6,0,0,0.0147,0,-1,-1,-1,0
25,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
50,4,0,0,0,0,0,0,0,3,0,0,0.0,1,-1,-1,-1,1
89,2,0,0,0,0,1,0,0,2,0,0,0.0899,0,-1,-1,-1,0
33,1,0,0,0,0,0,0,0,2,0,0,0.0,0,-1,-1,-1,0
50,4,0,1,0,0,0,0,0,4,0,0,0.06,0,-1,-1,-1,1
48,2,0,0,0,0,1,1,0,5,0,0,0.0,0,-1,-1,-1,1
85,2,0,0,0,0,0,0,0,2,0,0,0.2824,0,-1,-1,-1,0
